"date_time","forecast","differenced_forecast","day_of_week","hour","is_holiday"
2018-10-02 13:00:00,4752.18550109863,36.1855010986328,"Tuesday",13,0
2018-10-02 14:00:00,4984.83160305023,11.8316030502319,"Tuesday",14,0
2018-10-02 15:00:00,5713.6328163147,-34.3671836853027,"Tuesday",15,0
2018-10-02 16:00:00,6606.51923942566,9.51923942565918,"Tuesday",16,0
2018-10-02 17:00:00,5779.54030609131,45.5403060913086,"Tuesday",17,0
2018-10-02 18:00:00,4366.3032951355,46.303295135498,"Tuesday",18,0
2018-10-02 19:00:00,3154.27591705322,96.2759170532227,"Tuesday",19,0
2018-10-02 20:00:00,2834.12384796143,69.1238479614258,"Tuesday",20,0
2018-10-02 21:00:00,2387.73445129395,105.734451293945,"Tuesday",21,0
2018-10-02 22:00:00,1936.35501098633,365.355010986328,"Tuesday",22,0
2018-10-02 23:00:00,1293.89886474609,369.898864746094,"Tuesday",23,0
2018-10-03,733.823135375977,190.823135375977,"Wednesday",0,0
2018-10-03 01:00:00,465.051551818848,107.051551818848,"Wednesday",1,0
2018-10-03 02:00:00,296.732833862305,69.7328338623047,"Wednesday",2,0
2018-10-03 03:00:00,406.514110565186,48.5141105651855,"Wednesday",3,0
2018-10-03 04:00:00,916.312803268433,26.3128032684326,"Wednesday",4,0
2018-10-03 05:00:00,3066.09052753448,14.0905275344849,"Wednesday",5,0
2018-10-03 06:00:00,5881.94694137573,-48.0530586242676,"Wednesday",6,0
2018-10-03 07:00:00,6250.23559570312,57.235595703125,"Wednesday",7,0
2018-10-03 08:00:00,6063.71607780457,31.7160778045654,"Wednesday",8,0
2018-10-03 09:00:00,5338.67763710022,18.6776371002197,"Wednesday",9,0
2018-10-03 10:00:00,4448.31731414795,-74.6826858520508,"Wednesday",10,0
2018-10-03 11:00:00,4653.31763458252,-67.6823654174805,"Wednesday",11,0
2018-10-03 12:00:00,4758.74752044678,-34.2524795532227,"Wednesday",12,0
2018-10-03 13:00:00,4633.51923942566,9.51923942565918,"Wednesday",13,0
2018-10-03 14:00:00,4951.02684402466,23.0268440246582,"Wednesday",14,0
2018-10-03 15:00:00,5710.58229827881,17.5822982788086,"Wednesday",15,0
2018-10-03 16:00:00,6359.14802932739,25.1480293273926,"Wednesday",16,0
2018-10-03 17:00:00,5862.63744354248,-91.3625564575195,"Wednesday",17,0
2018-10-03 18:00:00,4573.807472229,-87.1925277709961,"Wednesday",18,0
2018-10-03 19:00:00,3562.91387939453,-76.0861206054688,"Wednesday",19,0
2018-10-03 20:00:00,3079.78496551514,-117.215034484863,"Wednesday",20,0
2018-10-03 21:00:00,2971.65951538086,-503.340484619141,"Wednesday",21,0
2018-10-03 22:00:00,1656.01205444336,-316.987945556641,"Wednesday",22,0
2018-10-03 23:00:00,1062.34843444824,-146.651565551758,"Wednesday",23,0
2018-10-04,585.639862060547,-68.3601379394531,"Thursday",0,0
2018-10-04 01:00:00,375.785137176514,-45.2148628234863,"Thursday",1,0
2018-10-04 02:00:00,279.937023162842,-32.0629768371582,"Thursday",2,0
2018-10-04 03:00:00,352.841693878174,-20.1583061218262,"Thursday",3,0
2018-10-04 04:00:00,906.211199760437,-12.788800239563,"Thursday",4,0
2018-10-04 05:00:00,2973.0447769165,-28.9552230834961,"Thursday",5,0
2018-10-04 06:00:00,5561.11570739746,-123.884292602539,"Thursday",6,0
2018-10-04 07:00:00,6318.40295410156,-270.597045898438,"Thursday",7,0
2018-10-04 08:00:00,5642.5407409668,-303.459259033203,"Thursday",8,0
2018-10-04 09:00:00,5060.8317489624,-120.168251037598,"Thursday",9,0
2018-10-04 10:00:00,4386.23662567139,-113.763374328613,"Thursday",10,0
2018-10-04 11:00:00,4596.85549163818,-73.1445083618164,"Thursday",11,0
2018-10-04 12:00:00,4769.36008453369,-79.6399154663086,"Thursday",12,0
2018-10-04 13:00:00,4670.7797088623,-116.220291137695,"Thursday",13,0
2018-10-04 14:00:00,4761.81901550293,-181.18098449707,"Thursday",14,0
2018-10-04 15:00:00,5613.2158203125,-278.7841796875,"Thursday",15,0
2018-10-04 16:00:00,6309.3797454834,-141.620254516602,"Thursday",16,0
2018-10-04 17:00:00,5690.28497314453,-277.715026855469,"Thursday",17,0
2018-10-04 18:00:00,4205.79815673828,-292.201843261719,"Thursday",18,0
2018-10-04 19:00:00,3146.26571655273,-272.734283447266,"Thursday",19,0
2018-10-04 20:00:00,2711.28268432617,-144.717315673828,"Thursday",20,0
2018-10-04 21:00:00,2717.0207824707,68.0207824707031,"Thursday",21,0
2018-10-04 22:00:00,2178.79830932617,175.798309326172,"Thursday",22,0
2018-10-04 23:00:00,1498.53497314453,220.534973144531,"Thursday",23,0
2018-10-05,799.080947875977,100.080947875977,"Friday",0,0
2018-10-05 01:00:00,477.454008102417,16.454008102417,"Friday",1,0
2018-10-05 02:00:00,294.319749832153,-6.68025016784668,"Friday",2,0
2018-10-05 03:00:00,369.924893379211,2.92489337921143,"Friday",3,0
2018-10-05 04:00:00,870.598265945911,0.598265945911407,"Friday",4,0
2018-10-05 05:00:00,2781.24838447571,30.248384475708,"Friday",5,0
2018-10-05 06:00:00,5499.29502105713,-21.7049789428711,"Friday",6,0
2018-10-05 07:00:00,6385.40243911743,-15.5975608825684,"Friday",7,0
2018-10-05 08:00:00,5721.14022827148,-76.8597717285156,"Friday",8,0
2018-10-05 09:00:00,4809.39065933228,18.3906593322754,"Friday",9,0
2018-10-05 10:00:00,4565.20024108887,-8.79975891113281,"Friday",10,0
2018-10-05 11:00:00,4868.85687208176,5.85687208175659,"Friday",11,0
2018-10-05 12:00:00,5054.66857814789,-11.3314218521118,"Friday",12,0
2018-10-05 13:00:00,4889.67116260529,-8.32883739471436,"Friday",13,0
2018-10-05 14:00:00,5171.6248550415,-21.3751449584961,"Friday",14,0
2018-10-05 15:00:00,5827.46227073669,-10.5377292633057,"Friday",15,0
2018-10-05 16:00:00,6107.05880737305,-80.9411926269531,"Friday",16,0
2018-10-05 17:00:00,5570.05194091797,-124.948059082031,"Friday",17,0
2018-10-05 18:00:00,4875.61669921875,-228.38330078125,"Friday",18,0
2018-10-05 19:00:00,4053.23310852051,-232.766891479492,"Friday",19,0
2018-10-05 20:00:00,3338.15254211426,-199.847457885742,"Friday",20,0
2018-10-05 21:00:00,2959.41371154785,-98.5862884521484,"Friday",21,0
2018-10-05 22:00:00,2718.66860294342,5.66860294342041,"Friday",22,0
2018-10-05 23:00:00,2747.19354248047,-796.806457519531,"Friday",23,0
2018-10-06,1461.23126220703,-271.768737792969,"Saturday",0,0
2018-10-06 01:00:00,820.347549438477,-46.6524505615234,"Saturday",1,0
2018-10-06 02:00:00,643.77660369873,119.77660369873,"Saturday",2,0
2018-10-06 03:00:00,495.807205200195,136.807205200195,"Saturday",3,0
2018-10-06 04:00:00,568.75276184082,143.75276184082,"Saturday",4,0
2018-10-06 05:00:00,907.794799804688,164.794799804688,"Saturday",5,0
2018-10-06 06:00:00,1535.76803588867,176.768035888672,"Saturday",6,0
2018-10-06 07:00:00,2259.22425842285,223.224258422852,"Saturday",7,0
2018-10-06 08:00:00,3292.21151733398,219.211517333984,"Saturday",8,0
2018-10-06 09:00:00,3875.80770874023,150.807708740234,"Saturday",9,0
2018-10-06 10:00:00,4224.37539672852,165.375396728516,"Saturday",10,0
2018-10-06 11:00:00,4549.35559082031,171.355590820312,"Saturday",11,0
2018-10-06 12:00:00,4797.02728271484,140.027282714844,"Saturday",12,0
2018-10-06 13:00:00,4643.97505950928,90.9750595092773,"Saturday",13,0
2018-10-06 14:00:00,4688.40007019043,70.4000701904297,"Saturday",14,0
2018-10-06 15:00:00,4635.91913604736,71.9191360473633,"Saturday",15,0
2018-10-06 16:00:00,4731.1315369606,-3.86846303939819,"Saturday",16,0
2018-10-06 17:00:00,4863.0056810379,-14.9943189620972,"Saturday",17,0
2018-10-06 18:00:00,4562.2176156044,-6.78238439559937,"Saturday",18,0
2018-10-06 19:00:00,3910.31888580322,92.3188858032227,"Saturday",19,0
2018-10-06 20:00:00,3449.60694122314,111.606941223145,"Saturday",20,0
2018-10-06 21:00:00,3060.45474243164,110.454742431641,"Saturday",21,0
2018-10-06 22:00:00,2687.37742614746,80.3774261474609,"Saturday",22,0
2018-10-06 23:00:00,3094.57855224609,-761.421447753906,"Saturday",23,0
2018-10-07,1364.35394287109,-461.646057128906,"Sunday",0,0
2018-10-07 01:00:00,614.80322265625,-305.19677734375,"Sunday",1,0
2018-10-07 02:00:00,503.0634765625,-192.9365234375,"Sunday",2,0
2018-10-07 03:00:00,259.945846557617,-104.054153442383,"Sunday",3,0
2018-10-07 04:00:00,314.913429260254,-20.0865707397461,"Sunday",4,0
2018-10-07 05:00:00,458.994512557983,14.9945125579834,"Sunday",5,0
2018-10-07 06:00:00,833.837774276733,31.8377742767334,"Sunday",6,0
2018-10-07 07:00:00,1257.27365875244,82.2736587524414,"Sunday",7,0
2018-10-07 08:00:00,2120.20782470703,118.207824707031,"Sunday",8,0
2018-10-07 09:00:00,3130.6319732666,248.631973266602,"Sunday",9,0
2018-10-07 10:00:00,4078.68832397461,377.688323974609,"Sunday",10,0
2018-10-07 11:00:00,4319.60440063477,270.604400634766,"Sunday",11,0
2018-10-07 12:00:00,4506.40104675293,77.4010467529297,"Sunday",12,0
2018-10-07 13:00:00,4493.07529830933,-53.9247016906738,"Sunday",13,0
2018-10-07 14:00:00,4260.58618164062,-119.413818359375,"Sunday",14,0
2018-10-07 15:00:00,4235.65710449219,-66.3428955078125,"Sunday",15,0
2018-10-07 16:00:00,4286.80867528915,3.80867528915405,"Sunday",16,0
2018-10-07 17:00:00,4132.05048302934,0.0504830293357372,"Sunday",17,0
2018-10-07 18:00:00,3968.56031227112,21.5603122711182,"Sunday",18,0
2018-10-07 19:00:00,3551.42615127563,8.42615127563477,"Sunday",19,0
2018-10-07 20:00:00,2812.64028167725,31.6402816772461,"Sunday",20,0
2018-10-07 21:00:00,2244.56155395508,85.5615539550781,"Sunday",21,0
2018-10-07 22:00:00,1611.45491027832,161.45491027832,"Sunday",22,0
2018-10-07 23:00:00,1061.2897644043,107.289764404297,"Sunday",23,0
