"date_time","temp","rain_1h","snow_1h","clouds_all","is_holiday","hour","month","day_of_week","is_imputed","traffic_volume","split"
"2015-10-02 21:00:00",283.68,0,0,5,0,21,10,"Friday",0,2946,"train"
"2015-10-02 22:00:00",282.66,0,0,1,0,22,10,"Friday",0,2386,"train"
"2015-10-02 23:00:00",282.23,0,0,0,0,23,10,"Friday",0,1737,"train"
"2015-10-03 00:00:00",281.77,0,0,0,0,0,10,"Saturday",0,1186,"train"
"2015-10-03 01:00:00",281.01,0,0,0,0,1,10,"Saturday",0,795,"train"
"2015-10-03 02:00:00",280.24,0,0,1,0,2,10,"Saturday",0,542,"train"
"2015-10-03 03:00:00",279.78,0,0,1,0,3,10,"Saturday",0,374,"train"
"2015-10-03 04:00:00",279.26,0,0,1,0,4,10,"Saturday",0,368,"train"
"2015-10-03 05:00:00",278.83,0,0,1,0,5,10,"Saturday",0,775,"train"
"2015-10-03 06:00:00",278.23,0,0,1,0,6,10,"Saturday",1,1518,"train"
"2015-10-03 07:00:00",277.63,0,0,1,0,7,10,"Saturday",0,2261,"train"
"2015-10-03 08:00:00",278.22,0,0,1,0,8,10,"Saturday",0,3422,"train"
"2015-10-03 09:00:00",280.02,0,0,1,0,9,10,"Saturday",1,4129,"train"
"2015-10-03 10:00:00",281.83,0,0,1,0,10,10,"Saturday",1,4835,"train"
"2015-10-03 11:00:00",283.63,0,0,1,0,11,10,"Saturday",0,5542,"train"
"2015-10-03 12:00:00",286.03,0,0,1,0,12,10,"Saturday",0,5208,"train"
"2015-10-03 13:00:00",287.22,0,0,1,0,13,10,"Saturday",0,4950,"train"
"2015-10-03 14:00:00",287.95,0,0,1,0,14,10,"Saturday",0,4779,"train"
"2015-10-03 15:00:00",288.66,0,0,1,0,15,10,"Saturday",0,4652,"train"
"2015-10-03 16:00:00",288.59,0,0,1,0,16,10,"Saturday",0,4547,"train"
"2015-10-03 17:00:00",288.02,0,0,1,0,17,10,"Saturday",0,4707,"train"
"2015-10-03 18:00:00",286.42,0,0,1,0,18,10,"Saturday",0,4518,"train"
"2015-10-03 19:00:00",284.14,0,0,1,0,19,10,"Saturday",0,3973,"train"
"2015-10-03 20:00:00",283.47,0,0,1,0,20,10,"Saturday",0,3197,"train"
"2015-10-03 21:00:00",282.38,0,0,1,0,21,10,"Saturday",0,3049,"train"
"2015-10-03 22:00:00",282.04,0,0,1,0,22,10,"Saturday",0,3283,"train"
"2015-10-03 23:00:00",281.6,0,0,1,0,23,10,"Saturday",0,2020,"train"
"2015-10-04 00:00:00",281.09,0,0,1,0,0,10,"Sunday",0,1401,"train"
"2015-10-04 01:00:00",280.43,0,0,1,0,1,10,"Sunday",0,719,"train"
"2015-10-04 02:00:00",280.32,0,0,1,0,2,10,"Sunday",0,627,"train"
"2015-10-04 03:00:00",279.69,0,0,1,0,3,10,"Sunday",0,350,"train"
"2015-10-04 04:00:00",279.1,0,0,75,0,4,10,"Sunday",0,338,"train"
"2015-10-04 05:00:00",278.51,0,0,1,0,5,10,"Sunday",0,703,"train"
"2015-10-04 06:00:00",277.94,0,0,1,0,6,10,"Sunday",1,1175,"train"
"2015-10-04 07:00:00",277.38,0,0,1,0,7,10,"Sunday",0,1647,"train"
"2015-10-04 08:00:00",278.49,0,0,1,0,8,10,"Sunday",0,2202,"train"
"2015-10-04 09:00:00",280.38,0,0,14,0,9,10,"Sunday",1,2940,"train"
"2015-10-04 10:00:00",282.27,0,0,27,0,10,10,"Sunday",1,3678,"train"
"2015-10-04 11:00:00",284.16,0,0,40,0,11,10,"Sunday",0,4416,"train"
"2015-10-04 12:00:00",284.55,0,0,75,0,12,10,"Sunday",0,5472,"train"
"2015-10-04 13:00:00",286.08,0,0,75,0,13,10,"Sunday",0,6013,"train"
"2015-10-04 14:00:00",286.86,0,0,40,0,14,10,"Sunday",0,5706,"train"
"2015-10-04 15:00:00",287.08,0,0,1,0,15,10,"Sunday",0,4452,"train"
"2015-10-04 16:00:00",287.23,0,0,1,0,16,10,"Sunday",0,4257,"train"
"2015-10-04 17:00:00",286.74,0,0,1,0,17,10,"Sunday",0,4137,"train"
"2015-10-04 18:00:00",285.86,0,0,1,0,18,10,"Sunday",0,3893,"train"
"2015-10-04 19:00:00",283.92,0,0,1,0,19,10,"Sunday",0,3648,"train"
"2015-10-04 20:00:00",282.49,0,0,1,0,20,10,"Sunday",0,2750,"train"
"2015-10-04 21:00:00",281.66,0,0,1,0,21,10,"Sunday",0,2125,"train"
"2015-10-04 22:00:00",281.95,0,0,1,0,22,10,"Sunday",0,1438,"train"
"2015-10-04 23:00:00",282.37,0,0,40,0,23,10,"Sunday",0,915,"train"
"2015-10-05 00:00:00",282.18,0,0,40,0,0,10,"Monday",0,474,"train"
"2015-10-05 01:00:00",282.02,0,0,65,0,1,10,"Monday",1,366,"train"
"2015-10-05 02:00:00",281.86,0,0,90,0,2,10,"Monday",0,258,"train"
"2015-10-05 03:00:00",281.47,0,0,75,0,3,10,"Monday",0,316,"train"
"2015-10-05 04:00:00",281.27,0,0,75,0,4,10,"Monday",0,870,"train"
"2015-10-05 05:00:00",280.99,0,0,75,0,5,10,"Monday",0,2738,"train"
"2015-10-05 06:00:00",280.96,0,0,90,0,6,10,"Monday",0,5801,"train"
"2015-10-05 07:00:00",281.16,0,0,90,0,7,10,"Monday",0,6470,"train"
"2015-10-05 08:00:00",281.89,0,0,90,0,8,10,"Monday",1,5799,"train"
"2015-10-05 09:00:00",282.61,0,0,90,0,9,10,"Monday",1,5128,"train"
"2015-10-05 10:00:00",283.34,0,0,90,0,10,10,"Monday",0,4457,"train"
"2015-10-05 11:00:00",284.35,0,0,90,0,11,10,"Monday",0,4565,"train"
"2015-10-05 12:00:00",285.84,0,0,90,0,12,10,"Monday",0,4815,"train"
"2015-10-05 13:00:00",286.96,0,0,90,0,13,10,"Monday",0,5033,"train"
"2015-10-05 14:00:00",288.27,0,0,90,0,14,10,"Monday",0,5314,"train"
"2015-10-05 15:00:00",288.75,0,0,90,0,15,10,"Monday",0,5825,"train"
"2015-10-05 16:00:00",289.31,0,0,90,0,16,10,"Monday",0,6398,"train"
"2015-10-05 17:00:00",289.28,0,0,90,0,17,10,"Monday",0,5880,"train"
"2015-10-05 18:00:00",288.63,0,0,1,0,18,10,"Monday",0,4552,"train"
"2015-10-05 19:00:00",287.43,0,0,1,0,19,10,"Monday",0,3380,"train"
"2015-10-05 20:00:00",284.45,0,0,40,0,20,10,"Monday",0,2605,"train"
"2015-10-05 21:00:00",284.04,0,0,1,0,21,10,"Monday",0,2195,"train"
"2015-10-05 22:00:00",284.25,0,0,90,0,22,10,"Monday",0,1678,"train"
"2015-10-05 23:00:00",284.54,0,0,90,0,23,10,"Monday",0,2228,"train"
"2015-10-06 00:00:00",284.96,0,0,90,0,0,10,"Tuesday",0,572,"train"
"2015-10-06 01:00:00",284.98,0,0,90,0,1,10,"Tuesday",1,420,"train"
"2015-10-06 02:00:00",285.01,0,0,90,0,2,10,"Tuesday",0,268,"train"
"2015-10-06 03:00:00",285.09,0,0,90,0,3,10,"Tuesday",0,333,"train"
"2015-10-06 04:00:00",285.22,0,0,90,0,4,10,"Tuesday",0,870,"train"
"2015-10-06 05:00:00",285.22,0,0,90,0,5,10,"Tuesday",0,2900,"train"
"2015-10-06 06:00:00",285.3,0,0,90,0,6,10,"Tuesday",0,5870,"train"
"2015-10-06 07:00:00",285.36,0,0,90,0,7,10,"Tuesday",0,6336,"train"
"2015-10-06 08:00:00",286.34,0,0,90,0,8,10,"Tuesday",1,5902,"train"
"2015-10-06 09:00:00",287.32,0,0,90,0,9,10,"Tuesday",1,5468,"train"
"2015-10-06 10:00:00",288.3,0,0,90,0,10,10,"Tuesday",1,5033,"train"
"2015-10-06 11:00:00",289.28,0,0,90,0,11,10,"Tuesday",0,4599,"train"
"2015-10-06 12:00:00",291.09,0,0,75,0,12,10,"Tuesday",0,4817,"train"
"2015-10-06 13:00:00",292.35,0,0,90,0,13,10,"Tuesday",0,4775,"train"
"2015-10-06 14:00:00",293.31,0,0,40,0,14,10,"Tuesday",0,5149,"train"
"2015-10-06 15:00:00",293.74,0,0,75,0,15,10,"Tuesday",0,5710,"train"
"2015-10-06 16:00:00",293.77,0,0,90,0,16,10,"Tuesday",0,6557,"train"
"2015-10-06 17:00:00",293.35,0,0,40,0,17,10,"Tuesday",0,6201,"train"
"2015-10-06 18:00:00",292.3,0,0,1,0,18,10,"Tuesday",0,4645,"train"
"2015-10-06 19:00:00",289.37,0,0,1,0,19,10,"Tuesday",0,3458,"train"
"2015-10-06 20:00:00",288.76,0,0,1,0,20,10,"Tuesday",0,2772,"train"
"2015-10-06 21:00:00",287.02,0,0,1,0,21,10,"Tuesday",0,2486,"train"
"2015-10-06 22:00:00",286.25,0,0,1,0,22,10,"Tuesday",0,1560,"train"
"2015-10-06 23:00:00",284.33,0,0,1,0,23,10,"Tuesday",0,944,"train"
"2015-10-07 00:00:00",283.15,0,0,1,0,0,10,"Wednesday",0,486,"train"
"2015-10-07 01:00:00",282.08,0,0,1,0,1,10,"Wednesday",0,350,"train"
"2015-10-07 02:00:00",280.88,0,0,1,0,2,10,"Wednesday",0,252,"train"
"2015-10-07 03:00:00",279.1,0,0,1,0,3,10,"Wednesday",0,347,"train"
"2015-10-07 04:00:00",278.58,0,0,1,0,4,10,"Wednesday",0,910,"train"
"2015-10-07 05:00:00",277.2,0,0,1,0,5,10,"Wednesday",0,2872,"train"
"2015-10-07 06:00:00",277.19,0,0,1,0,6,10,"Wednesday",0,6039,"train"
"2015-10-07 07:00:00",276.11,0,0,1,0,7,10,"Wednesday",0,6054,"train"
"2015-10-07 08:00:00",278.63,0,0,1,0,8,10,"Wednesday",1,5225,"train"
"2015-10-07 09:00:00",281.15,0,0,1,0,9,10,"Wednesday",0,4396,"train"
"2015-10-07 10:00:00",282.44,0,0,1,0,10,10,"Wednesday",0,4489,"train"
"2015-10-07 11:00:00",285.94,0,0,1,0,11,10,"Wednesday",0,4591,"train"
"2015-10-07 12:00:00",286.96,0,0,1,0,12,10,"Wednesday",0,4911,"train"
"2015-10-07 13:00:00",288.27,0,0,1,0,13,10,"Wednesday",0,4781,"train"
"2015-10-07 14:00:00",289.42,0,0,1,0,14,10,"Wednesday",0,5211,"train"
"2015-10-07 15:00:00",289.87,0,0,1,0,15,10,"Wednesday",0,5643,"train"
"2015-10-07 16:00:00",290.11,0,0,1,0,16,10,"Wednesday",0,6304,"train"
"2015-10-07 17:00:00",289.75,0,0,1,0,17,10,"Wednesday",0,5972,"train"
"2015-10-07 18:00:00",288.32,0,0,1,0,18,10,"Wednesday",0,4763,"train"
"2015-10-07 19:00:00",286.77,0,0,1,0,19,10,"Wednesday",0,3656,"train"
"2015-10-07 20:00:00",285.97,0,0,75,0,20,10,"Wednesday",0,2943,"train"
"2015-10-07 21:00:00",285.92,0,0,90,0,21,10,"Wednesday",0,2484,"train"
"2015-10-07 22:00:00",285.91,0,0,75,0,22,10,"Wednesday",0,1596,"train"
"2015-10-07 23:00:00",286.21,0,0,90,0,23,10,"Wednesday",0,952,"train"
"2015-10-08 00:00:00",286.33,0,0,75,0,0,10,"Thursday",0,516,"train"
"2015-10-08 01:00:00",286.5,0,0,75,0,1,10,"Thursday",1,399,"train"
"2015-10-08 02:00:00",286.68,0,0,75,0,2,10,"Thursday",0,282,"train"
"2015-10-08 03:00:00",286.25,3.05,0,90,0,3,10,"Thursday",0,353,"train"
"2015-10-08 04:00:00",285.84,3.13,0,90,0,4,10,"Thursday",0,892,"train"
"2015-10-08 05:00:00",285.37,6.01,0,90,0,5,10,"Thursday",0,2876,"train"
"2015-10-08 06:00:00",285.45,2.79,0,1,0,6,10,"Thursday",0,5884,"train"
"2015-10-08 07:00:00",285.58,0,0,1,0,7,10,"Thursday",0,6251,"train"
"2015-10-08 08:00:00",287.06,0,0,1,0,8,10,"Thursday",1,5747,"train"
"2015-10-08 09:00:00",288.54,0,0,1,0,9,10,"Thursday",0,5243,"train"
"2015-10-08 10:00:00",289.28,0,0,38,0,10,10,"Thursday",1,4946,"train"
"2015-10-08 11:00:00",290.03,0,0,75,0,11,10,"Thursday",0,4650,"train"
"2015-10-08 12:00:00",290.08,0,0,75,0,12,10,"Thursday",0,4958,"train"
"2015-10-08 13:00:00",289.22,0,0,90,0,13,10,"Thursday",0,5029,"train"
"2015-10-08 14:00:00",287.72,0,0,90,0,14,10,"Thursday",0,5335,"train"
"2015-10-08 15:00:00",286.39,0,0,90,0,15,10,"Thursday",0,5953,"train"
"2015-10-08 16:00:00",285.85,0,0,90,0,16,10,"Thursday",0,6312,"train"
"2015-10-08 17:00:00",285.59,0,0,90,0,17,10,"Thursday",0,6032,"train"
"2015-10-08 18:00:00",285.24,0,0,90,0,18,10,"Thursday",0,4539,"train"
"2015-10-08 19:00:00",285.02,0,0,90,0,19,10,"Thursday",0,3615,"train"
"2015-10-08 20:00:00",284.89,0,0,90,0,20,10,"Thursday",0,3132,"train"
"2015-10-08 21:00:00",284.35,0,0,90,0,21,10,"Thursday",0,2717,"train"
"2015-10-08 22:00:00",284.15,0,0,90,0,22,10,"Thursday",0,1905,"train"
"2015-10-08 23:00:00",283.89,0,0,90,0,23,10,"Thursday",0,1383,"train"
"2015-10-09 00:00:00",283.7,0,0,90,0,0,10,"Friday",0,2365,"train"
"2015-10-09 01:00:00",283.26,0,0,82.5,0,1,10,"Friday",1,1348,"train"
"2015-10-09 02:00:00",282.82,0,0,75,0,2,10,"Friday",0,331,"train"
"2015-10-09 03:00:00",282.08,0,0,1,0,3,10,"Friday",0,463,"train"
"2015-10-09 04:00:00",281.72,0,0,1,0,4,10,"Friday",0,862,"train"
"2015-10-09 05:00:00",281.84,0,0,18.8,0,5,10,"Friday",1,2778,"train"
"2015-10-09 06:00:00",281.96,0,0,36.6,0,6,10,"Friday",1,4572,"train"
"2015-10-09 07:00:00",282.09,0,0,54.4,0,7,10,"Friday",1,6365,"train"
"2015-10-09 08:00:00",282.21,0,0,72.2,0,8,10,"Friday",1,5660,"train"
"2015-10-09 09:00:00",282.33,0,0,90,0,9,10,"Friday",0,4956,"train"
"2015-10-09 10:00:00",283.02,0,0,75,0,10,10,"Friday",0,4612,"train"
"2015-10-09 11:00:00",284.38,0,0,8,0,11,10,"Friday",0,4930,"train"
"2015-10-09 12:00:00",285.26,0,0,90,0,12,10,"Friday",0,5084,"train"
"2015-10-09 13:00:00",285.62,0,0,90,0,13,10,"Friday",0,5109,"train"
"2015-10-09 14:00:00",286.02,0,0,90,0,14,10,"Friday",0,5259,"train"
"2015-10-09 15:00:00",285.99,0,0,90,0,15,10,"Friday",0,5623,"train"
"2015-10-09 16:00:00",286.1,0,0,90,0,16,10,"Friday",0,6200,"train"
"2015-10-09 17:00:00",285.02,0,0,67.75,0,17,10,"Friday",1,6099,"train"
"2015-10-09 18:00:00",283.94,0,0,45.5,0,18,10,"Friday",1,5330,"train"
"2015-10-09 19:00:00",282.86,0,0,23.25,0,19,10,"Friday",1,4399,"train"
"2015-10-09 20:00:00",281.78,0,0,1,0,20,10,"Friday",0,3252,"train"
"2015-10-09 21:00:00",280.52,0,0,1,0,21,10,"Friday",0,2963,"train"
"2015-10-09 22:00:00",279.3,0,0,1,0,22,10,"Friday",0,2061,"train"
"2015-10-09 23:00:00",279.6,0,0,1,0,23,10,"Friday",0,1500,"train"
"2015-10-10 00:00:00",279.68,0,0,1,0,0,10,"Saturday",0,1045,"train"
"2015-10-10 01:00:00",279.82,0,0,1,0,1,10,"Saturday",0,532,"train"
"2015-10-10 02:00:00",279.83,0,0,1,0,2,10,"Saturday",1,400,"train"
"2015-10-10 03:00:00",279.84,0,0,1,0,3,10,"Saturday",0,268,"train"
"2015-10-10 04:00:00",279.64,0,0,1,0,4,10,"Saturday",1,349,"train"
"2015-10-10 05:00:00",279.44,0,0,1,0,5,10,"Saturday",0,430,"train"
"2015-10-10 06:00:00",279.64,0,0,1,0,6,10,"Saturday",1,892,"train"
"2015-10-10 07:00:00",279.83,0,0,1,0,7,10,"Saturday",0,1353,"train"
"2015-10-10 08:00:00",281.84,0,0,1,0,8,10,"Saturday",1,1888,"train"
"2015-10-10 09:00:00",283.85,0,0,1,0,9,10,"Saturday",0,2423,"train"
"2015-10-10 10:00:00",284.98,0,0,1,0,10,10,"Saturday",0,2545,"train"
"2015-10-10 11:00:00",289.35,0,0,1,0,11,10,"Saturday",0,2817,"train"
"2015-10-10 12:00:00",291.63,0,0,1,0,12,10,"Saturday",0,2962,"train"
"2015-10-10 13:00:00",293.65,0,0,1,0,13,10,"Saturday",0,2912,"train"
"2015-10-10 14:00:00",295.24,0,0,1,0,14,10,"Saturday",0,2887,"train"
"2015-10-10 15:00:00",296.15,0,0,1,0,15,10,"Saturday",0,2938,"train"
"2015-10-10 16:00:00",296.12,0,0,75,0,16,10,"Saturday",0,3060,"train"
"2015-10-10 17:00:00",295.67,0,0,1,0,17,10,"Saturday",0,2875,"train"
"2015-10-10 18:00:00",294.66,0,0,1,0,18,10,"Saturday",0,2826,"train"
"2015-10-10 19:00:00",293,0,0,1,0,19,10,"Saturday",0,2579,"train"
"2015-10-10 20:00:00",292.71,0,0,40,0,20,10,"Saturday",0,2126,"train"
"2015-10-10 21:00:00",292.36,0,0,1,0,21,10,"Saturday",0,2675,"train"
"2015-10-10 22:00:00",292.07,0,0,1,0,22,10,"Saturday",0,3688,"train"
"2015-10-10 23:00:00",291.83,0,0,1,0,23,10,"Saturday",0,1798,"train"
"2015-10-11 00:00:00",291.36,0,0,1,0,0,10,"Sunday",0,1143,"train"
"2015-10-11 01:00:00",290.38,0,0,1,0,1,10,"Sunday",0,817,"train"
"2015-10-11 02:00:00",289.62,0,0,1,0,2,10,"Sunday",0,502,"train"
"2015-10-11 03:00:00",289.22,0,0,1,0,3,10,"Sunday",0,269,"train"
"2015-10-11 04:00:00",288.12,0,0,1,0,4,10,"Sunday",0,215,"train"
"2015-10-11 05:00:00",287.47,0,0,1,0,5,10,"Sunday",0,327,"train"
"2015-10-11 06:00:00",287,0,0,1,0,6,10,"Sunday",1,526,"train"
"2015-10-11 07:00:00",286.53,0,0,1,0,7,10,"Sunday",0,725,"train"
"2015-10-11 08:00:00",286.37,0,0,5,0,8,10,"Sunday",0,1247,"train"
"2015-10-11 09:00:00",289.31,0,0,1,0,9,10,"Sunday",0,1827,"train"
"2015-10-11 10:00:00",290.46,0,0,5,0,10,10,"Sunday",0,2316,"train"
"2015-10-11 11:00:00",294.29,0,0,1,0,11,10,"Sunday",0,2475,"train"
"2015-10-11 12:00:00",296.45,0,0,1,0,12,10,"Sunday",0,2662,"train"
"2015-10-11 13:00:00",298.27,0,0,1,0,13,10,"Sunday",0,2598,"train"
"2015-10-11 14:00:00",300.18,0,0,1,0,14,10,"Sunday",0,2667,"train"
"2015-10-11 15:00:00",300.57,0,0,1,0,15,10,"Sunday",0,2723,"train"
"2015-10-11 16:00:00",301.73,0,0,1,0,16,10,"Sunday",0,2855,"train"
"2015-10-11 17:00:00",301.3,0,0,1,0,17,10,"Sunday",0,2726,"train"
"2015-10-11 18:00:00",300.67,0,0,1,0,18,10,"Sunday",0,2474,"train"
"2015-10-11 19:00:00",296.42,0,0,1,0,19,10,"Sunday",0,2228,"train"
"2015-10-11 20:00:00",295.85,0,0,1,0,20,10,"Sunday",0,2446,"train"
"2015-10-11 21:00:00",295.74,0,0,1,0,21,10,"Sunday",0,2175,"train"
"2015-10-11 22:00:00",295.76,0,0,1,0,22,10,"Sunday",0,1363,"train"
"2015-10-11 23:00:00",294.57,0,0,75,0,23,10,"Sunday",0,868,"train"
"2015-10-12 00:00:00",293.02,0,0,1,1,0,10,"Monday",0,494,"train"
"2015-10-12 01:00:00",291.9,0,0,1,1,1,10,"Monday",1,352,"train"
"2015-10-12 02:00:00",290.77,0,0,1,1,2,10,"Monday",0,210,"train"
"2015-10-12 03:00:00",289.34,0,0,1,1,3,10,"Monday",0,282,"train"
"2015-10-12 04:00:00",288,0,0,1,1,4,10,"Monday",0,846,"train"
"2015-10-12 05:00:00",286.99,0,0,1,1,5,10,"Monday",0,2651,"train"
"2015-10-12 06:00:00",286.94,0,0,10.5,1,6,10,"Monday",1,4446,"train"
"2015-10-12 07:00:00",286.9,0,0,20,1,7,10,"Monday",0,6241,"train"
"2015-10-12 08:00:00",287.33,0,0,90,1,8,10,"Monday",0,5368,"train"
"2015-10-12 09:00:00",287.72,0,0,90,1,9,10,"Monday",0,4573,"train"
"2015-10-12 10:00:00",287.29,0,0,90,1,10,10,"Monday",0,4216,"train"
"2015-10-12 11:00:00",286.62,0,0,90,1,11,10,"Monday",0,4286,"train"
"2015-10-12 12:00:00",285.47,0,0,90,1,12,10,"Monday",0,4481,"train"
"2015-10-12 13:00:00",284.13,0.25,0,90,1,13,10,"Monday",0,4549,"train"
"2015-10-12 14:00:00",283.63,0.25,0,90,1,14,10,"Monday",0,4941,"train"
"2015-10-12 15:00:00",283.66,0,0,90,1,15,10,"Monday",0,5384,"train"
"2015-10-12 16:00:00",282.67,0,0,90,1,16,10,"Monday",0,6139,"train"
"2015-10-12 17:00:00",282.16,0,0,90,1,17,10,"Monday",0,5697,"train"
"2015-10-12 18:00:00",281.8,0,0,90,1,18,10,"Monday",0,4195,"train"
"2015-10-12 19:00:00",281.63,0,0,90,1,19,10,"Monday",0,2854,"train"
"2015-10-12 20:00:00",281.99,0,0,90,1,20,10,"Monday",0,2408,"train"
"2015-10-12 21:00:00",281.9,0,0,90,1,21,10,"Monday",0,2125,"train"
"2015-10-12 22:00:00",281.7,0,0,90,1,22,10,"Monday",0,1364,"train"
"2015-10-12 23:00:00",281.43,0,0,90,1,23,10,"Monday",0,864,"train"
"2015-10-13 00:00:00",281.16,0,0,90,0,0,10,"Tuesday",0,444,"train"
"2015-10-13 01:00:00",281.14,0,0,75,0,1,10,"Tuesday",0,295,"train"
"2015-10-13 02:00:00",280.68,0,0,90,0,2,10,"Tuesday",0,251,"train"
"2015-10-13 03:00:00",280.75,0,0,90,0,3,10,"Tuesday",0,310,"train"
"2015-10-13 04:00:00",280.31,0,0,90,0,4,10,"Tuesday",0,867,"train"
"2015-10-13 05:00:00",280.21,0,0,90,0,5,10,"Tuesday",0,2847,"train"
"2015-10-13 06:00:00",279.78,0,0,90,0,6,10,"Tuesday",0,5983,"train"
"2015-10-13 07:00:00",279.65,0,0,90,0,7,10,"Tuesday",0,6465,"train"
"2015-10-13 08:00:00",279.73,0,0,75,0,8,10,"Tuesday",0,5772,"train"
"2015-10-13 09:00:00",279.82,0.51,0,90,0,9,10,"Tuesday",0,5132,"train"
"2015-10-13 10:00:00",280.12,0,0,75,0,10,10,"Tuesday",0,4429,"train"
"2015-10-13 11:00:00",281.65,0,0,1,0,11,10,"Tuesday",0,4533,"train"
"2015-10-13 12:00:00",283.62,0,0,1,0,12,10,"Tuesday",0,4864,"train"
"2015-10-13 13:00:00",285.16,0,0,1,0,13,10,"Tuesday",0,4769,"train"
"2015-10-13 14:00:00",286.39,0,0,1,0,14,10,"Tuesday",0,5301,"train"
"2015-10-13 15:00:00",287.87,0,0,1,0,15,10,"Tuesday",0,5759,"train"
"2015-10-13 16:00:00",287.73,0,0,5,0,16,10,"Tuesday",0,6367,"train"
"2015-10-13 17:00:00",287.9,0,0,1,0,17,10,"Tuesday",0,5827,"train"
"2015-10-13 18:00:00",286.46,0,0,1,0,18,10,"Tuesday",0,4711,"train"
"2015-10-13 19:00:00",283.86,0,0,1,0,19,10,"Tuesday",0,3313,"train"
"2015-10-13 20:00:00",282.6,0,0,5,0,20,10,"Tuesday",0,2898,"train"
"2015-10-13 21:00:00",279.87,0,0,1,0,21,10,"Tuesday",0,2424,"train"
