"date_time","forecast_speed","lo80","hi80","lo95","hi95"
2018-10-03 02:00:00,227.000183631168,-592.039348723002,1046.03971598534,-1025.61268696099,1479.61305422333
2018-10-03 03:00:00,358.00014858866,-461.039383817179,1177.0396809945,-894.612722082522,1610.61301925984
2018-10-03 04:00:00,890.000120233347,70.9605877936777,1709.03965267302,-362.612750489574,2142.61299095627
2018-10-03 05:00:00,3052.0000972891,2232.96056482728,3871.03962975092,1799.38722653231,4304.6129680459
2018-10-03 06:00:00,5930.00007872333,5110.96054624701,6749.03961119966,4677.38720794436,7182.61294950231
2018-10-03 07:00:00,6193.00006370049,5373.96053121467,7012.03959618631,4940.38719290698,7445.61293449399
2018-10-03 08:00:00,6032.00005154446,5212.96051905243,6851.0395840365,4779.38718074145,7284.61292234747
2018-10-03 09:00:00,5320.00004170818,4500.96050921208,6139.03957420429,4067.38717089895,6572.61291251742
2018-10-03 10:00:00,4523.00003374897,3703.9605012502,5342.03956624775,3270.38716293566,5775.61290456229
2018-10-03 11:00:00,4721.00002730862,3901.96049480811,5540.03955980914,3468.38715649264,5973.61289812461
2018-10-03 12:00:00,4793.00002209729,3973.96048959563,5612.03955459895,3540.38715127956,6045.61289291502
2018-10-03 13:00:00,4624.00001788045,3804.96048537804,5443.03955038286,3371.38714706157,5876.61288869932
2018-10-03 14:00:00,4928.0000144683,4108.96048196541,5747.0395469712,3675.38714364868,6180.61288528793
2018-10-03 15:00:00,5693.0000117073,4873.96047920408,6512.03954421052,4440.38714088719,6945.61288252742
2018-10-03 16:00:00,6334.00000947319,5514.96047696976,7153.03954197662,5081.38713865275,7586.61288029362
2018-10-03 17:00:00,5954.00000766541,5134.96047516184,6773.03954016898,4701.38713684477,7206.61287848606
2018-10-03 18:00:00,4661.00000620261,3841.96047369896,5480.03953870627,3408.38713538183,5913.6128770234
2018-10-03 19:00:00,3639.00000501896,2819.96047251525,4458.03953752268,2386.38713419809,4891.61287583984
2018-10-03 20:00:00,3197.00000406119,2377.96047155743,4016.03953656494,1944.38713324026,4449.61287488212
2018-10-03 21:00:00,3475.00000328619,2655.96047078241,4294.03953578997,2222.38713246522,4727.61287410716
2018-10-03 22:00:00,1973.00000265908,1153.96047015529,2792.03953516288,720.387131838087,3225.61287348008
2018-10-03 23:00:00,1209.00000215165,389.96046964784,2028.03953465545,-43.6128686693651,2461.61287297266
2018-10-04,654.000001741046,-165.039530762768,1473.03953424486,-598.612869079977,1906.61287256207
2018-10-04 01:00:00,421.000001408801,-398.039531095018,1240.03953391262,-831.612869412229,1673.61287222983
2018-10-04 02:00:00,312.000001139958,-507.039531363864,1131.03953364378,-940.612869681077,1564.61287196099
2018-10-04 03:00:00,373.000000922419,-446.039531581405,1192.03953342624,-879.612869898619,1625.61287174346
2018-10-04 04:00:00,919.000000746393,99.9604682425672,1738.03953325022,-333.612870074647,2171.61287156743
2018-10-04 05:00:00,3002.00000060396,2182.96046810013,3821.03953310778,1749.38712978292,4254.612871425
2018-10-04 06:00:00,5685.0000004887,4865.96046798488,6504.03953299253,4432.38712966766,6937.61287130975
2018-10-04 07:00:00,6589.00000039544,5769.96046789162,7408.03953289927,5336.3871295744,7841.61287121649
2018-10-04 08:00:00,5946.00000031998,5126.96046781615,6765.03953282381,4693.38712949894,7198.61287114102
2018-10-04 09:00:00,5181.00000025892,4361.96046775509,6000.03953276275,3928.38712943788,6433.61287107996
2018-10-04 10:00:00,4500.00000020951,3680.96046770568,5319.03953271334,3247.38712938847,5752.61287103055
2018-10-04 11:00:00,4670.00000016953,3850.9604676657,5489.03953267336,3417.38712934848,5922.61287099057
2018-10-04 12:00:00,4849.00000013718,4029.96046763335,5668.03953264101,3596.38712931613,6101.61287095822
2018-10-04 13:00:00,4787.000000111,3967.96046760717,5606.03953261483,3534.38712928996,6039.61287093204
2018-10-04 14:00:00,4943.00000008982,4123.96046758599,5762.03953259365,3690.38712926877,6195.61287091086
2018-10-04 15:00:00,5892.00000007268,5072.96046756885,6711.03953257651,4639.38712925163,7144.61287089372
2018-10-04 16:00:00,6451.00000005881,5631.96046755498,7270.03953256264,5198.38712923776,7703.61287087985
2018-10-04 17:00:00,5968.00000004759,5148.96046754376,6787.03953255141,4715.38712922654,7220.61287086863
2018-10-04 18:00:00,4498.00000003851,3678.96046753468,5317.03953254233,3245.38712921746,5750.61287085955
2018-10-04 19:00:00,3419.00000003116,2599.96046752733,4238.03953253499,2166.38712921011,4671.6128708522
2018-10-04 20:00:00,2856.00000002521,2036.96046752138,3675.03953252904,1603.38712920417,4108.61287084625
2018-10-04 21:00:00,2649.0000000204,1829.96046751657,3468.03953252423,1396.38712919936,3901.61287084144
2018-10-04 22:00:00,2003.00000001651,1183.96046751268,2822.03953252034,750.387129195464,3255.61287083755
2018-10-04 23:00:00,1278.00000001336,458.960467509529,2097.03953251719,25.3871291923133,2530.6128708344
2018-10-05,699.000000010808,-120.03953249302,1518.03953251464,-553.612870810236,1951.61287083185
2018-10-05 01:00:00,461.000000008746,-358.039532495082,1280.03953251257,-791.612870812298,1713.61287082979
2018-10-05 02:00:00,301.000000007077,-518.039532496751,1120.0395325109,-951.612870813967,1553.61287082812
2018-10-05 03:00:00,367.000000005726,-452.039532498102,1186.03953250955,-885.612870815318,1619.61287082677
2018-10-05 04:00:00,870.000000004634,50.9604675008055,1689.03953250846,-382.61287081641,2122.61287082568
2018-10-05 05:00:00,2751.00000000375,1931.96046749992,3570.03953250758,1498.38712918271,4003.61287082479
2018-10-05 06:00:00,5521.00000000303,4701.96046749921,6340.03953250686,4268.38712918199,6773.61287082408
2018-10-05 07:00:00,6401.00000000245,5581.96046749863,7220.03953250628,5148.38712918141,7653.6128708235
2018-10-05 08:00:00,5798.00000000199,4978.96046749816,6617.03953250581,4545.38712918094,7050.61287082303
2018-10-05 09:00:00,4791.00000000161,3971.96046749778,5610.03953250544,3538.38712918056,6043.61287082265
2018-10-05 10:00:00,4574.0000000013,3754.96046749747,5393.03953250513,3321.38712918026,5826.61287082234
2018-10-05 11:00:00,4863.00000000105,4043.96046749722,5682.03953250488,3610.38712918001,6115.6128708221
2018-10-05 12:00:00,5066.00000000085,4246.96046749702,5885.03953250468,3813.38712917981,6318.61287082189
2018-10-05 13:00:00,4898.00000000069,4078.96046749686,5717.03953250452,3645.38712917965,6150.61287082173
2018-10-05 14:00:00,5193.00000000056,4373.96046749673,6012.03953250439,3940.38712917951,6445.6128708216
2018-10-05 15:00:00,5838.00000000045,5018.96046749662,6657.03953250428,4585.38712917941,7090.61287082149
2018-10-05 16:00:00,6188.00000000036,5368.96046749654,7007.03953250419,4935.38712917932,7440.61287082141
2018-10-05 17:00:00,5695.0000000003,4875.96046749647,6514.03953250412,4442.38712917925,6947.61287082134
2018-10-05 18:00:00,5104.00000000024,4284.96046749641,5923.03953250407,3851.3871291792,6356.61287082128
2018-10-05 19:00:00,4286.00000000019,3466.96046749637,5105.03953250402,3033.38712917915,5538.61287082124
2018-10-05 20:00:00,3538.00000000016,2718.96046749633,4357.03953250398,2285.38712917911,4790.6128708212
2018-10-05 21:00:00,3058.00000000013,2238.9604674963,3877.03953250395,1805.38712917908,4310.61287082117
2018-10-05 22:00:00,2713.0000000001,1893.96046749627,3532.03953250393,1460.38712917906,3965.61287082115
2018-10-05 23:00:00,3544.00000000008,2724.96046749625,4363.03953250391,2291.38712917904,4796.61287082113
2018-10-06,1733.00000000007,913.960467496239,2552.0395325039,480.387129179023,2985.61287082111
2018-10-06 01:00:00,867.000000000054,47.9604674962263,1686.03953250388,-385.612870820989,2119.6128708211
2018-10-06 02:00:00,524.000000000044,-295.039532503784,1343.03953250387,-728.612870821,1776.61287082109
2018-10-06 03:00:00,359.000000000036,-460.039532503792,1178.03953250386,-893.612870821008,1611.61287082108
2018-10-06 04:00:00,425.000000000029,-394.039532503799,1244.03953250386,-827.612870821015,1677.61287082107
2018-10-06 05:00:00,743.000000000023,-76.0395325038047,1562.03953250385,-509.612870821021,1995.61287082107
2018-10-06 06:00:00,1359.00000000002,539.960467496191,2178.03953250385,106.387129178975,2611.61287082106
2018-10-06 07:00:00,2036.00000000002,1216.96046749619,2855.03953250384,783.387129178971,3288.61287082106
2018-10-06 08:00:00,3073.00000000001,2253.96046749618,3892.03953250384,1820.38712917897,4325.61287082106
2018-10-06 09:00:00,3725.00000000001,2905.96046749618,4544.03953250384,2472.38712917897,4977.61287082105
2018-10-06 10:00:00,4059.00000000001,3239.96046749618,4878.03953250384,2806.38712917896,5311.61287082105
2018-10-06 11:00:00,4378.00000000001,3558.96046749618,5197.03953250383,3125.38712917896,5630.61287082105
2018-10-06 12:00:00,4657.00000000001,3837.96046749618,5476.03953250383,3404.38712917896,5909.61287082105
2018-10-06 13:00:00,4553,3733.96046749618,5372.03953250383,3300.38712917896,5805.61287082105
2018-10-06 14:00:00,4618,3798.96046749618,5437.03953250383,3365.38712917896,5870.61287082105
2018-10-06 15:00:00,4564,3744.96046749617,5383.03953250383,3311.38712917896,5816.61287082105
2018-10-06 16:00:00,4735,3915.96046749617,5554.03953250383,3482.38712917896,5987.61287082105
2018-10-06 17:00:00,4878,4058.96046749617,5697.03953250383,3625.38712917896,6130.61287082105
2018-10-06 18:00:00,4569,3749.96046749617,5388.03953250383,3316.38712917896,5821.61287082105
2018-10-06 19:00:00,3818,2998.96046749617,4637.03953250383,2565.38712917896,5070.61287082105
2018-10-06 20:00:00,3338,2518.96046749617,4157.03953250383,2085.38712917896,4590.61287082104
2018-10-06 21:00:00,2950,2130.96046749617,3769.03953250383,1697.38712917896,4202.61287082104
2018-10-06 22:00:00,2607,1787.96046749617,3426.03953250383,1354.38712917896,3859.61287082104
2018-10-06 23:00:00,3856,3036.96046749617,4675.03953250383,2603.38712917896,5108.61287082104
2018-10-07,1826,1006.96046749617,2645.03953250383,573.387129178957,3078.61287082104
2018-10-07 01:00:00,920,100.960467496172,1739.03953250383,-332.612870821044,2172.61287082104
2018-10-07 02:00:00,696,-123.039532503828,1515.03953250383,-556.612870821044,1948.61287082104
2018-10-07 03:00:00,364,-455.039532503828,1183.03953250383,-888.612870821044,1616.61287082104
2018-10-07 04:00:00,335,-484.039532503828,1154.03953250383,-917.612870821044,1587.61287082104
2018-10-07 05:00:00,444,-375.039532503828,1263.03953250383,-808.612870821044,1696.61287082104
2018-10-07 06:00:00,802,-17.0395325038279,1621.03953250383,-450.612870821044,2054.61287082104
2018-10-07 07:00:00,1175,355.960467496172,1994.03953250383,-77.6128708210438,2427.61287082104
2018-10-07 08:00:00,2002,1182.96046749617,2821.03953250383,749.387129178956,3254.61287082104
2018-10-07 09:00:00,2882,2062.96046749617,3701.03953250383,1629.38712917896,4134.61287082104
2018-10-07 10:00:00,3701,2881.96046749617,4520.03953250383,2448.38712917896,4953.61287082104
2018-10-07 11:00:00,4049,3229.96046749617,4868.03953250383,2796.38712917896,5301.61287082104
2018-10-07 12:00:00,4429,3609.96046749617,5248.03953250383,3176.38712917896,5681.61287082104
2018-10-07 13:00:00,4547,3727.96046749617,5366.03953250383,3294.38712917896,5799.61287082104
2018-10-07 14:00:00,4380,3560.96046749617,5199.03953250383,3127.38712917896,5632.61287082104
2018-10-07 15:00:00,4302,3482.96046749617,5121.03953250383,3049.38712917896,5554.61287082104
2018-10-07 16:00:00,4283,3463.96046749617,5102.03953250383,3030.38712917896,5535.61287082104
2018-10-07 17:00:00,4132,3312.96046749617,4951.03953250383,2879.38712917896,5384.61287082104
2018-10-07 18:00:00,3947,3127.96046749617,4766.03953250383,2694.38712917896,5199.61287082104
2018-10-07 19:00:00,3543,2723.96046749617,4362.03953250383,2290.38712917896,4795.61287082104
2018-10-07 20:00:00,2781,1961.96046749617,3600.03953250383,1528.38712917896,4033.61287082104
2018-10-07 21:00:00,2159,1339.96046749617,2978.03953250383,906.387129178956,3411.61287082104
2018-10-07 22:00:00,1450,630.960467496172,2269.03953250383,197.387129178956,2702.61287082104
2018-10-07 23:00:00,954,134.960467496172,1773.03953250383,-298.612870821044,2206.61287082104
