"lag_hours","autocorrelation"
204,-0.624422944385198
205,-0.59564146514061
206,-0.517219079102306
207,-0.422189677877153
208,-0.323504231038132
209,-0.211069214037115
210,-0.0743478434216382
211,0.0777572155839542
212,0.233054724067027
213,0.390598224432452
214,0.54603587180523
215,0.674009395132946
216,0.728401679642497
217,0.680838651457804
218,0.55895542706098
219,0.408891990475998
220,0.255693335343227
221,0.102307081543286
222,-0.0516449710535669
223,-0.194546772088063
224,-0.316581224498748
225,-0.423734633796436
226,-0.522869290182821
227,-0.602736434119655
228,-0.634693377066153
229,-0.603185037899302
230,-0.524440313771989
231,-0.427216527119194
232,-0.323483654693753
233,-0.205855902195435
234,-0.0673424245214938
235,0.0827963181773884
236,0.233610722518161
237,0.384698301009865
238,0.532936471611635
239,0.65379094221689
240,0.703636614399042
241,0.655926289152731
242,0.537149823105562
243,0.391450455272593
244,0.24242783997795
245,0.0924233285707554
246,-0.0588027090849534
247,-0.19959413229778
248,-0.320187220952489
249,-0.426330970671693
250,-0.524807324827139
251,-0.604283205041474
252,-0.636342066658358
253,-0.604737029499481
254,-0.525592755730175
255,-0.42711309986889
256,-0.320721536081252
257,-0.200527208362727
258,-0.0599425153293518
259,0.0909487762568595
260,0.240982966587999
261,0.390206252194315
262,0.536209935406326
263,0.655120833153658
264,0.702475341238798
265,0.652480250016401
266,0.531839006918915
267,0.384262410221036
268,0.233513128003625
269,0.0829904045569648
270,-0.0672679257024761
271,-0.205813810872748
272,-0.323324432257008
273,-0.426841013535942
274,-0.523850286818498
275,-0.602585013976733
276,-0.634443842801867
277,-0.602633739629357
278,-0.522876751019037
279,-0.423982485923884
280,-0.317141144871887
281,-0.195805650419863
282,-0.0536161539084038
283,0.0998344038312989
284,0.253076059870152
285,0.406057127818274
286,0.555590654049116
287,0.677001610805541
288,0.724288769995055
289,0.670211036494459
290,0.543181406848204
291,0.38868100161897
292,0.231855634856728
293,0.0771477618282259
294,-0.0744166302663084
295,-0.21074980481297
296,-0.323062120254889
297,-0.421521170838437
298,-0.516054887572178
299,-0.593948847511676
300,-0.62262706756905
301,-0.584012572033745
302,-0.49943177143876
303,-0.402653611930577
304,-0.302095500237141
305,-0.185795606558225
306,-0.0437823995727125
307,0.114932714029206
308,0.279393707449821
309,0.452202590942312
310,0.62892354978322
311,0.776100683346481
312,0.834070315613858
313,0.766685869603672
314,0.61237628605224
315,0.430780480427093
316,0.254020857232959
317,0.0870066653246815
318,-0.07131702121841
319,-0.209043681740772
320,-0.317952031660226
321,-0.410797064225114
322,-0.503024972867971
323,-0.58349020327363
324,-0.614108003987643
325,-0.57301219497112
326,-0.485723212818982
327,-0.391995761568109
328,-0.299877232076077
329,-0.191233530758771
330,-0.0515174555168778
331,0.111354647629048
332,0.286407385128076
333,0.47748075022968
334,0.679895702664674
335,0.854442275670538
336,0.927646311691004
